TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,BUST_OUT_UTILIZATION,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
1412402,227,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 59.95), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount covers 29.4x monthly average balance.","DAYS_AMOUNT_COMBINED (+2.0384), NEW_DEVICE_FLAG (+1.8105), BALANCE_COVERAGE_RATIO (+1.3533)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.5301), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.2267), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1906)","TRANS_AMOUNT: 48,900,000.00 -> 23,902,369.02 (-24,997,630.98)",Transfer,Outside_bank,2019-10-17,Thu,13,1,48900000.0,757012,12302cd47a5982ee,iOS,202.8.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,48900000.0,1,1661362.5,48425000.0,2,28.541666666666668,1,666.0,LOGIN,0.0,7.0,0.0,-1.0463935568080418,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1412401,227,1,0.9114906191825867,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.78), and transaction amount covers 28.9x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.3327), BALANCE_COVERAGE_RATIO (+1.1856), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4497)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.4224), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2190), DAYS_AMOUNT_COMBINED × SEC_AMOUNT_COMBINED (+0.1948)","TRANS_AMOUNT: 47,950,000.00 -> 32,290,715.36 (-15,659,284.64)",Transfer,Outside_bank,2019-12-04,Wed,10,1,47950000.0,2944,12302cd47a5982ee,iOS,129.23.xx.xx (HP),M,2019-09-19,1978-12-11,0,2019-09-19,BRANCH,0,SMART_OTP,State servant,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,47950000.0,1,1661362.5,48425000.0,2,47.875,1,1815.0,LOGIN,0.299999850000075,20.0,0.0,-1.0463935568080418,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
90144,331,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 60.68), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and improbable sequential activity transition pattern (score: -2.509).","DAYS_AMOUNT_COMBINED (+2.2500), NEW_DEVICE_FLAG (+1.8929), ACTIVITY_SEQ_RARITY (+0.9274)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6589), ACTIVITY_SEQ_RARITY × NEW_DEVICE_FLAG (+0.3046), HOURS_SINCE_SEC_EVENT × DAYS_AMOUNT_COMBINED (+0.2824)","TRANS_AMOUNT: 12,000,000.00 -> 906,772.61 (-11,093,227.39)",Transfer,Outside_bank,2019-03-06,Wed,9,2,12000000.0,63398,925ef76ab4877be6,iOS,196.198.xx.xx (HCM),M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,Unemployed,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,3490298.725,6480000.0,3,40.375,1,0.0,LOGIN,0.0,0.0,0.0,-2.5092054678419475,1.0,1,0.831731947333013,4.770719233631662e-05,0.0,0,0.0
899925,386,1,0.568575918674469,"Flagged due to: transaction amount is 22.6x higher than historical average, and transaction amount is 13.7x higher than 30-day average transaction size, and unusual combination of high transaction amount shortly after a security credential update (combined score: 146.61).","TRANS_AMOUNT_Z_SCORE (+2.6049), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.0763), SEC_AMOUNT_COMBINED (+0.5155)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2654), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.2361), VELOCITY_RATIO_AMOUNT_24H_VS_7D × SEC_AMOUNT_COMBINED (+0.1644)","TRANS_AMOUNT: 380,000,000.00 -> 277,120,418.55 (-102,879,581.45)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,456015,3e018f4a5817a5c1,Android,40.87.xx.xx (HCM),F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,Working,380000000.0,1,380000000.0,1,380550000.0,2,380550000.0,2,383615000.0,5,416432414.0,15,114440623.53400001,16809085.8,70,0.6666666666666666,2,1670.0,LOGIN,0.0,41.0,0.061351446143111873,-1.0341287827195147,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1321915,444,1,1.0,"Flagged due to: unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 58.23), and transaction amount is 3.8x higher than historical average.","NEW_DEVICE_FLAG (+2.1227), DAYS_AMOUNT_COMBINED (+1.9422), TRANS_AMOUNT_Z_SCORE (+0.7813)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6047), NEW_DEVICE_FLAG × TRANS_AMOUNT_Z_SCORE (+0.4709), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.3703)","TRANS_AMOUNT: 8,500,000.00 -> 6,369,325.64 (-2,130,674.36)",Transfer,Outside_bank,2019-12-11,Wed,11,1,8500000.0,104895,fa6094feeb3859fd,Android,145.67.xx.xx (BD),F,2019-11-04,1996-09-30,0,2019-11-04,BRANCH,1,SMART_OTP,Working,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,8500000.0,1,1562590.86,2253333.3333333335,6,37.458333333333336,1,881.0,LOGIN,0.0,4.0,0.0,-1.2873481467500856,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1413542,456,1,0.7661626935005188,"Flagged due to: unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 55.12), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.50).","NEW_DEVICE_FLAG (+1.6121), DAYS_AMOUNT_COMBINED (+1.1755), HIST_BIOMETRIC_RATIO (+0.4704)","NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.4004), TRANS_HOUR × NEW_DEVICE_FLAG (+0.2186), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.2096)","TRANS_AMOUNT: 1,800,000.00 -> 1,362,829.97 (-437,170.03)",Transfer,Outside_bank,2019-03-09,Sat,22,1,1800000.0,120393,55316f920cfb039a,Android,158.235.xx.xx (TH),M,2019-01-23,1984-03-25,0,2019-01-24,BRANCH,1,SMS,Working,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,230504.35272727272,3900000.0,2,44.916666666666664,1,1060.0,LOGIN,0.49999750001249993,2.0,0.0,-1.5936949953200494,1.0,1,0.7112214308695028,0.0,0.0,0,1.0
1182733,470,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.95), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount is 3.9x higher than historical average.","DAYS_AMOUNT_COMBINED (+2.6319), NEW_DEVICE_FLAG (+2.0172), TRANS_AMOUNT_Z_SCORE (+0.7236)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.4687), NEW_DEVICE_FLAG × TRANS_AMOUNT_Z_SCORE (+0.4158), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.3986)","TRANS_AMOUNT: 50,000,000.00 -> 810,241.70 (-49,189,758.30)",Transfer,Outside_bank,2019-05-08,Wed,14,1,50000000.0,69129,b329404247ca5b68,Android,204.70.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,3666343.766363636,12919000.0,18,67.58333333333333,1,1612.0,LOGIN,0.4891304081994343,184.0,0.0,-0.795191579133574,1.0,1,0.7112214308695028,0.0,0.0,0,1.0
1182730,470,1,0.6115223169326782,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.15), and long inactivity period (82.0 days since last transaction), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.2686), DAYS_SINCE_LAST_TRANS (+1.1590), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4136)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.5268), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2250), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.2061)","TRANS_AMOUNT: 5,000,000.00 -> 4,820,284.84 (-179,715.16)",Transfer,Outside_bank,2019-10-05,Sat,10,1,5000000.0,379135,b329404247ca5b68,Android,127.130.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,3666343.766363636,12919000.0,18,81.95833333333333,1,5208.0,LOGIN_FINGER,0.4830339224943329,501.0,0.0,-0.795191579133574,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
989774,471,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 71.35), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.5433), NEW_DEVICE_FLAG (+1.5860), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4318)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.4529), VELOCITY_RATIO_AMOUNT_7D_VS_30D × DAYS_AMOUNT_COMBINED (+0.1644), TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1597)","TRANS_AMOUNT: 150,000,000.00 -> 3,906,440.73 (-146,093,559.27)",Transfer,Within_bank,2019-07-18,Thu,6,2,150000000.0,483817,65ca5ccec5b9d966,iOS,223.82.xx.xx (HCM),F,2019-06-05,1981-09-08,0,2019-06-05,BRANCH,1,SMS,State servant,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,36690057.17285714,69960000.0,10,43.25,1,993.0,LOGIN,0.0,0.0,0.0,-1.0106583811507186,1.0,1,0.7112214308695028,0.0,0.6433421052631579,0,0.0
646993,482,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 1.00), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount is 2.8x higher than historical average.","TRANS_HOUR (+3.5628), NEW_DEVICE_FLAG (+0.8627), TRANS_AMOUNT_Z_SCORE (+0.6306)","TRANS_HOUR × NEW_DEVICE_FLAG (-1.0950), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.4841), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.4796)","TRANS_AMOUNT: 3,000,000.00 -> 1,060,867.31 (-1,939,132.69)",Transfer,Outside_bank,2019-07-21,Sun,1,1,3000000.0,90633,8de02a9913262131,Web,168.55.xx.xx (CT),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,5400000.0,3,7750000.0,7,17852000.0,15,2043493.01,1063369.5988023952,167,1.125,1,825.0,LOGIN,0.3846152366864474,26.0,0.2149680305747076,-1.3216419008590108,1.0,1,0.7921388953490791,2.8624315401789974e-05,0.0,0,1.0
646917,482,1,0.6611899733543396,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.24), and sudden 24h spending volume spike relative to 7 days (ratio: 82.5%).","TRANS_HOUR (+4.2492), HIST_BIOMETRIC_RATIO (+0.3271), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2587)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6245), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.3934), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1552)",,Topup,Mobile,2019-08-17,Sat,0,1,100000.0,NaN,a6c14c0d86c6a1ed,Android,208.241.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,100000.0,1,400000.0,2,3400000.0,3,3400000.0,3,4120000.0,5,17753000.0,13,2043493.01,1063369.5988023952,167,0.08333333333333333,2,1472.0,LOGIN,0.24390237953600497,41.0,0.2149680305747076,-1.3216419008590108,0.0,2,0.7921388953490791,2.8624315401789974e-05,0.0,0,0.0
